id,date,store_nbr,family,sales,onpromotion
18631,2013-01-11,31,LADIESWEAR,0.0,0.0
18632,2013-01-11,31,LAWN AND GARDEN,1.0,0.0
18633,2013-01-11,31,LINGERIE,2.0,0.0
18634,2013-01-11,31,"LIQUOR,WINE,BEER",4.0,0.0
18635,2013-01-11,31,MAGAZINES,0.0,0.0
18636,2013-01-11,31,MEATS,156.029,0.0
18637,2013-01-11,31,PERSONAL CARE,154.0,0.0
18638,2013-01-11,31,PET SUPPLIES,0.0,0.0
18639,2013-01-11,31,PLAYERS AND ELECTRONICS,0.0,0.0
18640,2013-01-11,31,POULTRY,37.124,0.0
18641,2013-01-11,31,PREPARED FOODS,27.0,0.0
18642,2013-01-11,31,PRODUCE,0.0,0.0
18643,2013-01-11,31,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
18644,2013-01-11,31,SEAFOOD,12.0,0.0
18645,2013-01-11,32,AUTOMOTIVE,0.0,0.0
18646,2013-01-11,32,BABY CARE,0.0,0.0
18647,2013-01-11,32,BEAUTY,0.0,0.0
18648,2013-01-11,32,BEVERAGES,168.0,0.0
18649,2013-01-11,32,BOOKS,0.0,0.0
18650,2013-01-11,32,BREAD/BAKERY,62.0,0.0
18651,2013-01-11,32,CELEBRATION,0.0,0.0
18652,2013-01-11,32,CLEANING,319.0,0.0
18653,2013-01-11,32,DAIRY,46.0,0.0
18654,2013-01-11,32,DELI,37.0,0.0
18655,2013-01-11,32,EGGS,14.0,0.0
18656,2013-01-11,32,FROZEN FOODS,4.0,0.0
18657,2013-01-11,32,GROCERY I,798.0,0.0
18658,2013-01-11,32,GROCERY II,1.0,0.0
18659,2013-01-11,32,HARDWARE,1.0,0.0
18660,2013-01-11,32,HOME AND KITCHEN I,0.0,0.0
18661,2013-01-11,32,HOME AND KITCHEN II,0.0,0.0
18662,2013-01-11,32,HOME APPLIANCES,2.0,0.0
18663,2013-01-11,32,HOME CARE,0.0,0.0
18664,2013-01-11,32,LADIESWEAR,0.0,0.0
18665,2013-01-11,32,LAWN AND GARDEN,0.0,0.0
18666,2013-01-11,32,LINGERIE,3.0,0.0
18667,2013-01-11,32,"LIQUOR,WINE,BEER",676.0,0.0
18668,2013-01-11,32,MAGAZINES,0.0,0.0
18669,2013-01-11,32,MEATS,46.215,0.0
18670,2013-01-11,32,PERSONAL CARE,101.0,0.0
18671,2013-01-11,32,PET SUPPLIES,0.0,0.0
18672,2013-01-11,32,PLAYERS AND ELECTRONICS,0.0,0.0
18673,2013-01-11,32,POULTRY,56.108,0.0
18674,2013-01-11,32,PREPARED FOODS,13.0,0.0
18675,2013-01-11,32,PRODUCE,0.0,0.0
18676,2013-01-11,32,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
18677,2013-01-11,32,SEAFOOD,0.0,0.0
18678,2013-01-11,33,AUTOMOTIVE,0.0,0.0
18679,2013-01-11,33,BABY CARE,0.0,0.0
18680,2013-01-11,33,BEAUTY,0.0,0.0
18681,2013-01-11,33,BEVERAGES,578.0,0.0
18682,2013-01-11,33,BOOKS,0.0,0.0
18683,2013-01-11,33,BREAD/BAKERY,128.0,0.0
18684,2013-01-11,33,CELEBRATION,0.0,0.0
18685,2013-01-11,33,CLEANING,770.0,0.0
18686,2013-01-11,33,DAIRY,145.0,0.0
18687,2013-01-11,33,DELI,105.0,0.0
18688,2013-01-11,33,EGGS,79.0,0.0
18689,2013-01-11,33,FROZEN FOODS,22.629,0.0
18690,2013-01-11,33,GROCERY I,1699.0,0.0
18691,2013-01-11,33,GROCERY II,2.0,0.0
18692,2013-01-11,33,HARDWARE,0.0,0.0
18693,2013-01-11,33,HOME AND KITCHEN I,0.0,0.0
18694,2013-01-11,33,HOME AND KITCHEN II,0.0,0.0
18695,2013-01-11,33,HOME APPLIANCES,0.0,0.0
18696,2013-01-11,33,HOME CARE,0.0,0.0
18697,2013-01-11,33,LADIESWEAR,0.0,0.0
18698,2013-01-11,33,LAWN AND GARDEN,0.0,0.0
18699,2013-01-11,33,LINGERIE,7.0,0.0
18700,2013-01-11,33,"LIQUOR,WINE,BEER",35.0,0.0
18701,2013-01-11,33,MAGAZINES,0.0,0.0
18702,2013-01-11,33,MEATS,200.68001,0.0
18703,2013-01-11,33,PERSONAL CARE,165.0,0.0
18704,2013-01-11,33,PET SUPPLIES,0.0,0.0
18705,2013-01-11,33,PLAYERS AND ELECTRONICS,0.0,0.0
18706,2013-01-11,33,POULTRY,94.849,0.0
18707,2013-01-11,33,PREPARED FOODS,9.0,0.0
18708,2013-01-11,33,PRODUCE,0.0,0.0
18709,2013-01-11,33,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
18710,2013-01-11,33,SEAFOOD,0.0,0.0
18711,2013-01-11,34,AUTOMOTIVE,0.0,0.0
18712,2013-01-11,34,BABY CARE,0.0,0.0
18713,2013-01-11,34,BEAUTY,0.0,0.0
18714,2013-01-11,34,BEVERAGES,1067.0,0.0
18715,2013-01-11,34,BOOKS,0.0,0.0
18716,2013-01-11,34,BREAD/BAKERY,625.0,0.0
18717,2013-01-11,34,CELEBRATION,0.0,0.0
18718,2013-01-11,34,CLEANING,848.0,0.0
18719,2013-01-11,34,DAIRY,190.0,0.0
18720,2013-01-11,34,DELI,196.384,0.0
18721,2013-01-11,34,EGGS,54.0,0.0
18722,2013-01-11,34,FROZEN FOODS,36.134,0.0
18723,2013-01-11,34,GROCERY I,2768.0,0.0
18724,2013-01-11,34,GROCERY II,10.0,0.0
18725,2013-01-11,34,HARDWARE,0.0,0.0
18726,2013-01-11,34,HOME AND KITCHEN I,0.0,0.0
18727,2013-01-11,34,HOME AND KITCHEN II,0.0,0.0
18728,2013-01-11,34,HOME APPLIANCES,0.0,0.0
18729,2013-01-11,34,HOME CARE,0.0,0.0
18730,2013-01-11,34,LADIESWEAR,0.0,0.0
18731,2013-01-11,34,LAWN AND GARDEN,0.0,0.0
18732,2013-01-11,34,LINGERIE,20.0,0.0
18733,2013-01-11,34,"LIQUOR,WINE,BEER",74.0,0.0
18734,2013-01-11,34,MAGAZINES,0.0,0.0
18735,2013-01-11,34,MEATS,170.215,0.0
18736,2013-01-11,34,PERSONAL CARE,279.0,0.0
18737,2013-01-11,34,PET SUPPLIES,0.0,0.0
18738,2013-01-11,34,PLAYERS AND ELECTRONICS,0.0,0.0
18739,2013-01-11,34,POULTRY,63.611,0.0
18740,2013-01-11,34,PREPARED FOODS,51.0,0.0
18741,2013-01-11,34,PRODUCE,0.0,0.0
18742,2013-01-11,34,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
18743,2013-01-11,34,SEAFOOD,0.0,0.0
18744,2013-01-11,35,AUTOMOTIVE,5.0,0.0
18745,2013-01-11,35,BABY CARE,0.0,0.0
18746,2013-01-11,35,BEAUTY,0.0,0.0
18747,2013-01-11,35,BEVERAGES,277.0,0.0
18748,2013-01-11,35,BOOKS,0.0,0.0
18749,2013-01-11,35,BREAD/BAKERY,52.0,0.0
18750,2013-01-11,35,CELEBRATION,0.0,0.0
18751,2013-01-11,35,CLEANING,264.0,0.0
18752,2013-01-11,35,DAIRY,46.0,0.0
18753,2013-01-11,35,DELI,49.0,0.0
18754,2013-01-11,35,EGGS,24.0,0.0
18755,2013-01-11,35,FROZEN FOODS,16.725,0.0
18756,2013-01-11,35,GROCERY I,796.0,0.0
18757,2013-01-11,35,GROCERY II,2.0,0.0
18758,2013-01-11,35,HARDWARE,0.0,0.0
18759,2013-01-11,35,HOME AND KITCHEN I,0.0,0.0
18760,2013-01-11,35,HOME AND KITCHEN II,0.0,0.0
18761,2013-01-11,35,HOME APPLIANCES,0.0,0.0
18762,2013-01-11,35,HOME CARE,0.0,0.0
18763,2013-01-11,35,LADIESWEAR,0.0,0.0
18764,2013-01-11,35,LAWN AND GARDEN,0.0,0.0
18765,2013-01-11,35,LINGERIE,2.0,0.0
18766,2013-01-11,35,"LIQUOR,WINE,BEER",30.0,0.0
18767,2013-01-11,35,MAGAZINES,0.0,0.0
18768,2013-01-11,35,MEATS,51.106,0.0
18769,2013-01-11,35,PERSONAL CARE,53.0,0.0
18770,2013-01-11,35,PET SUPPLIES,0.0,0.0
18771,2013-01-11,35,PLAYERS AND ELECTRONICS,0.0,0.0
18772,2013-01-11,35,POULTRY,11.656,0.0
18773,2013-01-11,35,PREPARED FOODS,14.0,0.0
18774,2013-01-11,35,PRODUCE,0.0,0.0
18775,2013-01-11,35,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
18776,2013-01-11,35,SEAFOOD,0.0,0.0
18777,2013-01-11,36,AUTOMOTIVE,0.0,0.0
18778,2013-01-11,36,BABY CARE,0.0,0.0
18779,2013-01-11,36,BEAUTY,0.0,0.0
18780,2013-01-11,36,BEVERAGES,0.0,0.0
18781,2013-01-11,36,BOOKS,0.0,0.0
18782,2013-01-11,36,BREAD/BAKERY,0.0,0.0
18783,2013-01-11,36,CELEBRATION,0.0,0.0
18784,2013-01-11,36,CLEANING,0.0,0.0
18785,2013-01-11,36,DAIRY,0.0,0.0
18786,2013-01-11,36,DELI,0.0,0.0
18787,2013-01-11,36,EGGS,0.0,0.0
18788,2013-01-11,36,FROZEN FOODS,0.0,0.0
18789,2013-01-11,36,GROCERY I,0.0,0.0
18790,2013-01-11,36,GROCERY II,0.0,0.0
18791,2013-01-11,36,HARDWARE,0.0,0.0
18792,2013-01-11,36,HOME AND KITCHEN I,0.0,0.0
18793,2013-01-11,36,HOME AND KITCHEN II,0.0,0.0
18794,2013-01-11,36,HOME APPLIANCES,0.0,0.0
18795,2013-01-11,36,HOME CARE,0.0,0.0
18796,2013-01-11,36,LADIESWEAR,0.0,0.0
18797,2013-01-11,36,LAWN AND GARDEN,0.0,0.0
18798,2013-01-11,36,LINGERIE,0.0,0.0
18799,2013-01-11,36,"LIQUOR,WINE,BEER",0.0,0.0
18800,2013-01-11,36,MAGAZINES,0.0,0.0
18801,2013-01-11,36,MEATS,0.0,0.0
18802,2013-01-11,36,PERSONAL CARE,0.0,0.0
18803,2013-01-11,36,PET SUPPLIES,0.0,0.0
18804,2013-01-11,36,PLAYERS AND ELECTRONICS,0.0,0.0
18805,2013-01-11,36,POULTRY,0.0,0.0
18806,2013-01-11,36,PREPARED FOODS,0.0,0.0
18807,2013-01-11,36,PRODUCE,0.0,0.0
18808,2013-01-11,36,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
18809,2013-01-11,36,SEAFOOD,0.0,0.0
18810,2013-01-11,37,AUTOMOTIVE,5.0,0.0
18811,2013-01-11,37,BABY CARE,0.0,0.0
18812,2013-01-11,37,BEAUTY,2.0,0.0
18813,2013-01-11,37,BEVERAGES,959.0,0.0
18814,2013-01-11,37,BOOKS,0.0,0.0
18815,2013-01-11,37,BREAD/BAKERY,347.539,0.0
18816,2013-01-11,37,CELEBRATION,0.0,0.0
18817,2013-01-11,37,CLEANING,873.0,0.0
18818,2013-01-11,37,DAIRY,522.0,0.0
18819,2013-01-11,37,DELI,104.856,0.0
18820,2013-01-11,37,EGGS,129.0,0.0
18821,2013-01-11,37,FROZEN FOODS,133.905,0.0
18822,2013-01-11,37,GROCERY I,2640.0,0.0
18823,2013-01-11,37,GROCERY II,39.0,0.0
18824,2013-01-11,37,HARDWARE,3.0,0.0
18825,2013-01-11,37,HOME AND KITCHEN I,0.0,0.0
18826,2013-01-11,37,HOME AND KITCHEN II,0.0,0.0
18827,2013-01-11,37,HOME APPLIANCES,0.0,0.0
18828,2013-01-11,37,HOME CARE,0.0,0.0
18829,2013-01-11,37,LADIESWEAR,0.0,0.0
18830,2013-01-11,37,LAWN AND GARDEN,8.0,0.0
18831,2013-01-11,37,LINGERIE,7.0,0.0
18832,2013-01-11,37,"LIQUOR,WINE,BEER",102.0,0.0
18833,2013-01-11,37,MAGAZINES,0.0,0.0
18834,2013-01-11,37,MEATS,426.134,0.0
18835,2013-01-11,37,PERSONAL CARE,188.0,0.0
18836,2013-01-11,37,PET SUPPLIES,0.0,0.0
18837,2013-01-11,37,PLAYERS AND ELECTRONICS,0.0,0.0
18838,2013-01-11,37,POULTRY,100.463,0.0
18839,2013-01-11,37,PREPARED FOODS,188.699,0.0
18840,2013-01-11,37,PRODUCE,0.0,0.0
18841,2013-01-11,37,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
18842,2013-01-11,37,SEAFOOD,16.6,0.0
18843,2013-01-11,38,AUTOMOTIVE,3.0,0.0
18844,2013-01-11,38,BABY CARE,0.0,0.0
18845,2013-01-11,38,BEAUTY,1.0,0.0
18846,2013-01-11,38,BEVERAGES,553.0,0.0
18847,2013-01-11,38,BOOKS,0.0,0.0
18848,2013-01-11,38,BREAD/BAKERY,386.662,0.0
18849,2013-01-11,38,CELEBRATION,0.0,0.0
18850,2013-01-11,38,CLEANING,997.0,0.0
18851,2013-01-11,38,DAIRY,462.0,0.0
18852,2013-01-11,38,DELI,141.618,0.0
18853,2013-01-11,38,EGGS,103.0,0.0
18854,2013-01-11,38,FROZEN FOODS,131.305,0.0
18855,2013-01-11,38,GROCERY I,2610.0,0.0
18856,2013-01-11,38,GROCERY II,24.0,0.0
18857,2013-01-11,38,HARDWARE,3.0,0.0
18858,2013-01-11,38,HOME AND KITCHEN I,0.0,0.0
18859,2013-01-11,38,HOME AND KITCHEN II,0.0,0.0
18860,2013-01-11,38,HOME APPLIANCES,0.0,0.0
18861,2013-01-11,38,HOME CARE,0.0,0.0
18862,2013-01-11,38,LADIESWEAR,0.0,0.0
18863,2013-01-11,38,LAWN AND GARDEN,2.0,0.0
18864,2013-01-11,38,LINGERIE,33.0,0.0
18865,2013-01-11,38,"LIQUOR,WINE,BEER",67.0,0.0
18866,2013-01-11,38,MAGAZINES,0.0,0.0
18867,2013-01-11,38,MEATS,203.744,0.0
18868,2013-01-11,38,PERSONAL CARE,214.0,0.0
18869,2013-01-11,38,PET SUPPLIES,0.0,0.0
18870,2013-01-11,38,PLAYERS AND ELECTRONICS,0.0,0.0
18871,2013-01-11,38,POULTRY,83.622,0.0
18872,2013-01-11,38,PREPARED FOODS,169.393,0.0
18873,2013-01-11,38,PRODUCE,0.0,0.0
18874,2013-01-11,38,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
18875,2013-01-11,38,SEAFOOD,23.032001,0.0
18876,2013-01-11,39,AUTOMOTIVE,2.0,0.0
18877,2013-01-11,39,BABY CARE,0.0,0.0
18878,2013-01-11,39,BEAUTY,1.0,0.0
18879,2013-01-11,39,BEVERAGES,604.0,0.0
18880,2013-01-11,39,BOOKS,0.0,0.0
18881,2013-01-11,39,BREAD/BAKERY,592.0,0.0
18882,2013-01-11,39,CELEBRATION,0.0,0.0
18883,2013-01-11,39,CLEANING,638.0,0.0
18884,2013-01-11,39,DAIRY,123.0,0.0
18885,2013-01-11,39,DELI,72.368,0.0
18886,2013-01-11,39,EGGS,68.0,0.0
18887,2013-01-11,39,FROZEN FOODS,34.934,0.0
18888,2013-01-11,39,GROCERY I,1725.0,0.0
18889,2013-01-11,39,GROCERY II,12.0,0.0
18890,2013-01-11,39,HARDWARE,3.0,0.0
18891,2013-01-11,39,HOME AND KITCHEN I,0.0,0.0
18892,2013-01-11,39,HOME AND KITCHEN II,0.0,0.0
18893,2013-01-11,39,HOME APPLIANCES,0.0,0.0
18894,2013-01-11,39,HOME CARE,0.0,0.0
18895,2013-01-11,39,LADIESWEAR,0.0,0.0
18896,2013-01-11,39,LAWN AND GARDEN,1.0,0.0
18897,2013-01-11,39,LINGERIE,11.0,0.0
18898,2013-01-11,39,"LIQUOR,WINE,BEER",71.0,0.0
18899,2013-01-11,39,MAGAZINES,0.0,0.0
18900,2013-01-11,39,MEATS,114.142,0.0
18901,2013-01-11,39,PERSONAL CARE,124.0,0.0
18902,2013-01-11,39,PET SUPPLIES,0.0,0.0
18903,2013-01-11,39,PLAYERS AND ELECTRONICS,0.0,0.0
18904,2013-01-11,39,POULTRY,53.086002,0.0
18905,2013-01-11,39,PREPARED FOODS,46.0,0.0
18906,2013-01-11,39,PRODUCE,0.0,0.0
18907,2013-01-11,39,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
18908,2013-01-11,39,SEAFOOD,9.0,0.0
18909,2013-01-11,4,AUTOMOTIVE,5.0,0.0
18910,2013-01-11,4,BABY CARE,0.0,0.0
18911,2013-01-11,4,BEAUTY,2.0,0.0
18912,2013-01-11,4,BEVERAGES,978.0,0.0
18913,2013-01-11,4,BOOKS,0.0,0.0
18914,2013-01-11,4,BREAD/BAKERY,270.716,0.0
18915,2013-01-11,4,CELEBRATION,0.0,0.0
18916,2013-01-11,4,CLEANING,732.0,0.0
18917,2013-01-11,4,DAIRY,441.0,0.0
18918,2013-01-11,4,DELI,137.838,0.0
18919,2013-01-11,4,EGGS,139.0,0.0
18920,2013-01-11,4,FROZEN FOODS,123.437,0.0
18921,2013-01-11,4,GROCERY I,2135.0,0.0
18922,2013-01-11,4,GROCERY II,31.0,0.0
18923,2013-01-11,4,HARDWARE,0.0,0.0
18924,2013-01-11,4,HOME AND KITCHEN I,0.0,0.0
18925,2013-01-11,4,HOME AND KITCHEN II,0.0,0.0
18926,2013-01-11,4,HOME APPLIANCES,0.0,0.0
18927,2013-01-11,4,HOME CARE,0.0,0.0
18928,2013-01-11,4,LADIESWEAR,0.0,0.0
18929,2013-01-11,4,LAWN AND GARDEN,10.0,0.0
18930,2013-01-11,4,LINGERIE,5.0,0.0
18931,2013-01-11,4,"LIQUOR,WINE,BEER",96.0,0.0
18932,2013-01-11,4,MAGAZINES,0.0,0.0
18933,2013-01-11,4,MEATS,443.183,0.0
18934,2013-01-11,4,PERSONAL CARE,158.0,0.0
18935,2013-01-11,4,PET SUPPLIES,0.0,0.0
18936,2013-01-11,4,PLAYERS AND ELECTRONICS,0.0,0.0
18937,2013-01-11,4,POULTRY,259.576,0.0
18938,2013-01-11,4,PREPARED FOODS,112.68,0.0
18939,2013-01-11,4,PRODUCE,0.0,0.0
18940,2013-01-11,4,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
18941,2013-01-11,4,SEAFOOD,30.159,0.0
18942,2013-01-11,40,AUTOMOTIVE,2.0,0.0
18943,2013-01-11,40,BABY CARE,0.0,0.0
18944,2013-01-11,40,BEAUTY,0.0,0.0
18945,2013-01-11,40,BEVERAGES,639.0,0.0
18946,2013-01-11,40,BOOKS,0.0,0.0
18947,2013-01-11,40,BREAD/BAKERY,172.0,0.0
18948,2013-01-11,40,CELEBRATION,0.0,0.0
18949,2013-01-11,40,CLEANING,624.0,0.0
18950,2013-01-11,40,DAIRY,102.0,0.0
18951,2013-01-11,40,DELI,109.0,0.0
18952,2013-01-11,40,EGGS,78.0,0.0
18953,2013-01-11,40,FROZEN FOODS,9.0,0.0
18954,2013-01-11,40,GROCERY I,1530.0,0.0
18955,2013-01-11,40,GROCERY II,4.0,0.0
18956,2013-01-11,40,HARDWARE,3.0,0.0
18957,2013-01-11,40,HOME AND KITCHEN I,0.0,0.0
18958,2013-01-11,40,HOME AND KITCHEN II,0.0,0.0
18959,2013-01-11,40,HOME APPLIANCES,0.0,0.0
18960,2013-01-11,40,HOME CARE,0.0,0.0
18961,2013-01-11,40,LADIESWEAR,0.0,0.0
18962,2013-01-11,40,LAWN AND GARDEN,0.0,0.0
18963,2013-01-11,40,LINGERIE,2.0,0.0
18964,2013-01-11,40,"LIQUOR,WINE,BEER",16.0,0.0
18965,2013-01-11,40,MAGAZINES,0.0,0.0
18966,2013-01-11,40,MEATS,42.826,0.0
18967,2013-01-11,40,PERSONAL CARE,122.0,0.0
18968,2013-01-11,40,PET SUPPLIES,0.0,0.0
18969,2013-01-11,40,PLAYERS AND ELECTRONICS,0.0,0.0
18970,2013-01-11,40,POULTRY,44.327,0.0
18971,2013-01-11,40,PREPARED FOODS,37.0,0.0
18972,2013-01-11,40,PRODUCE,0.0,0.0
18973,2013-01-11,40,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
18974,2013-01-11,40,SEAFOOD,4.0,0.0
18975,2013-01-11,41,AUTOMOTIVE,1.0,0.0
18976,2013-01-11,41,BABY CARE,0.0,0.0
18977,2013-01-11,41,BEAUTY,0.0,0.0
18978,2013-01-11,41,BEVERAGES,495.0,0.0
18979,2013-01-11,41,BOOKS,0.0,0.0
18980,2013-01-11,41,BREAD/BAKERY,142.872,0.0
18981,2013-01-11,41,CELEBRATION,0.0,0.0
18982,2013-01-11,41,CLEANING,424.0,0.0
18983,2013-01-11,41,DAIRY,178.0,0.0
18984,2013-01-11,41,DELI,105.263,0.0
18985,2013-01-11,41,EGGS,62.0,0.0
18986,2013-01-11,41,FROZEN FOODS,79.266,0.0
18987,2013-01-11,41,GROCERY I,1129.0,0.0
18988,2013-01-11,41,GROCERY II,12.0,0.0
18989,2013-01-11,41,HARDWARE,0.0,0.0
18990,2013-01-11,41,HOME AND KITCHEN I,0.0,0.0
18991,2013-01-11,41,HOME AND KITCHEN II,0.0,0.0
18992,2013-01-11,41,HOME APPLIANCES,0.0,0.0
18993,2013-01-11,41,HOME CARE,0.0,0.0
18994,2013-01-11,41,LADIESWEAR,0.0,0.0
18995,2013-01-11,41,LAWN AND GARDEN,3.0,0.0
18996,2013-01-11,41,LINGERIE,4.0,0.0
18997,2013-01-11,41,"LIQUOR,WINE,BEER",47.0,0.0
18998,2013-01-11,41,MAGAZINES,0.0,0.0
18999,2013-01-11,41,MEATS,130.396,0.0
19000,2013-01-11,41,PERSONAL CARE,99.0,0.0
19001,2013-01-11,41,PET SUPPLIES,0.0,0.0
19002,2013-01-11,41,PLAYERS AND ELECTRONICS,0.0,0.0
19003,2013-01-11,41,POULTRY,59.232,0.0
19004,2013-01-11,41,PREPARED FOODS,43.402,0.0
19005,2013-01-11,41,PRODUCE,0.0,0.0
19006,2013-01-11,41,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
19007,2013-01-11,41,SEAFOOD,3.0,0.0
19008,2013-01-11,42,AUTOMOTIVE,0.0,0.0
19009,2013-01-11,42,BABY CARE,0.0,0.0
19010,2013-01-11,42,BEAUTY,0.0,0.0
19011,2013-01-11,42,BEVERAGES,0.0,0.0
19012,2013-01-11,42,BOOKS,0.0,0.0
19013,2013-01-11,42,BREAD/BAKERY,0.0,0.0
19014,2013-01-11,42,CELEBRATION,0.0,0.0
19015,2013-01-11,42,CLEANING,0.0,0.0
19016,2013-01-11,42,DAIRY,0.0,0.0
19017,2013-01-11,42,DELI,0.0,0.0
19018,2013-01-11,42,EGGS,0.0,0.0
19019,2013-01-11,42,FROZEN FOODS,0.0,0.0
19020,2013-01-11,42,GROCERY I,0.0,0.0
19021,2013-01-11,42,GROCERY II,0.0,0.0
19022,2013-01-11,42,HARDWARE,0.0,0.0
19023,2013-01-11,42,HOME AND KITCHEN I,0.0,0.0
19024,2013-01-11,42,HOME AND KITCHEN II,0.0,0.0
19025,2013-01-11,42,HOME APPLIANCES,0.0,0.0
19026,2013-01-11,42,HOME CARE,0.0,0.0
19027,2013-01-11,42,LADIESWEAR,0.0,0.0
19028,2013-01-11,42,LAWN AND GARDEN,0.0,0.0
19029,2013-01-11,42,LINGERIE,0.0,0.0
19030,2013-01-11,42,"LIQUOR,WINE,BEER",0.0,0.0
19031,2013-01-11,42,MAGAZINES,0.0,0.0
19032,2013-01-11,42,MEATS,0.0,0.0
19033,2013-01-11,42,PERSONAL CARE,0.0,0.0
19034,2013-01-11,42,PET SUPPLIES,0.0,0.0
19035,2013-01-11,42,PLAYERS AND ELECTRONICS,0.0,0.0
19036,2013-01-11,42,POULTRY,0.0,0.0
19037,2013-01-11,42,PREPARED FOODS,0.0,0.0
19038,2013-01-11,42,PRODUCE,0.0,0.0
19039,2013-01-11,42,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
19040,2013-01-11,42,SEAFOOD,0.0,0.0
19041,2013-01-11,43,AUTOMOTIVE,2.0,0.0
19042,2013-01-11,43,BABY CARE,0.0,0.0
19043,2013-01-11,43,BEAUTY,3.0,0.0
19044,2013-01-11,43,BEVERAGES,873.0,0.0
19045,2013-01-11,43,BOOKS,0.0,0.0
19046,2013-01-11,43,BREAD/BAKERY,158.0,0.0
19047,2013-01-11,43,CELEBRATION,0.0,0.0
19048,2013-01-11,43,CLEANING,650.0,0.0
19049,2013-01-11,43,DAIRY,65.0,0.0
19050,2013-01-11,43,DELI,79.0,0.0
19051,2013-01-11,43,EGGS,23.0,0.0
19052,2013-01-11,43,FROZEN FOODS,36.522,0.0
19053,2013-01-11,43,GROCERY I,1699.0,0.0
19054,2013-01-11,43,GROCERY II,2.0,0.0
19055,2013-01-11,43,HARDWARE,2.0,0.0
19056,2013-01-11,43,HOME AND KITCHEN I,0.0,0.0
19057,2013-01-11,43,HOME AND KITCHEN II,0.0,0.0
19058,2013-01-11,43,HOME APPLIANCES,0.0,0.0
19059,2013-01-11,43,HOME CARE,0.0,0.0
19060,2013-01-11,43,LADIESWEAR,0.0,0.0
19061,2013-01-11,43,LAWN AND GARDEN,0.0,0.0
19062,2013-01-11,43,LINGERIE,6.0,0.0
19063,2013-01-11,43,"LIQUOR,WINE,BEER",85.0,0.0
19064,2013-01-11,43,MAGAZINES,0.0,0.0
19065,2013-01-11,43,MEATS,126.986,0.0
19066,2013-01-11,43,PERSONAL CARE,149.0,0.0
19067,2013-01-11,43,PET SUPPLIES,0.0,0.0
19068,2013-01-11,43,PLAYERS AND ELECTRONICS,0.0,0.0
19069,2013-01-11,43,POULTRY,81.38,0.0
19070,2013-01-11,43,PREPARED FOODS,30.0,0.0
19071,2013-01-11,43,PRODUCE,0.0,0.0
19072,2013-01-11,43,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
19073,2013-01-11,43,SEAFOOD,1.0,0.0
19074,2013-01-11,44,AUTOMOTIVE,10.0,0.0
19075,2013-01-11,44,BABY CARE,0.0,0.0
19076,2013-01-11,44,BEAUTY,6.0,0.0
19077,2013-01-11,44,BEVERAGES,4276.0,0.0
19078,2013-01-11,44,BOOKS,0.0,0.0
19079,2013-01-11,44,BREAD/BAKERY,843.421,0.0
19080,2013-01-11,44,CELEBRATION,0.0,0.0
19081,2013-01-11,44,CLEANING,2209.0,0.0
19082,2013-01-11,44,DAIRY,1386.0,0.0
19083,2013-01-11,44,DELI,483.268,0.0
19084,2013-01-11,44,EGGS,560.0,0.0
19085,2013-01-11,44,FROZEN FOODS,333.599,0.0
19086,2013-01-11,44,GROCERY I,5993.0,0.0
19087,2013-01-11,44,GROCERY II,88.0,0.0
19088,2013-01-11,44,HARDWARE,1.0,0.0
19089,2013-01-11,44,HOME AND KITCHEN I,0.0,0.0
19090,2013-01-11,44,HOME AND KITCHEN II,0.0,0.0
19091,2013-01-11,44,HOME APPLIANCES,0.0,0.0
19092,2013-01-11,44,HOME CARE,0.0,0.0
19093,2013-01-11,44,LADIESWEAR,0.0,0.0
19094,2013-01-11,44,LAWN AND GARDEN,13.0,0.0
19095,2013-01-11,44,LINGERIE,7.0,0.0
19096,2013-01-11,44,"LIQUOR,WINE,BEER",404.0,0.0
19097,2013-01-11,44,MAGAZINES,0.0,0.0
19098,2013-01-11,44,MEATS,1469.279,0.0
19099,2013-01-11,44,PERSONAL CARE,335.0,0.0
19100,2013-01-11,44,PET SUPPLIES,0.0,0.0
19101,2013-01-11,44,PLAYERS AND ELECTRONICS,0.0,0.0
19102,2013-01-11,44,POULTRY,661.781,0.0
19103,2013-01-11,44,PREPARED FOODS,510.49298,0.0
19104,2013-01-11,44,PRODUCE,0.0,0.0
19105,2013-01-11,44,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
19106,2013-01-11,44,SEAFOOD,148.634,0.0
19107,2013-01-11,45,AUTOMOTIVE,6.0,0.0
19108,2013-01-11,45,BABY CARE,0.0,0.0
19109,2013-01-11,45,BEAUTY,6.0,0.0
